filepath,label,tx,ty,tz,qx,qy,qz,qw
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0063.png,morobot-s_Achse-1B_yellow,9.062226043147929,-225.1924531366224,-62.02611825732333,0.009189221591406622,0.6040824101118522,0.7967766904309668,0.012120461454724446
val/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0063.png,morobot-s_Achse-2A_gray,-6.204978172547113,-247.1006087775699,-60.12226516854184,0.009189221591406626,0.6040824101118523,0.7967766904309668,0.01212046145472445
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0064.png,morobot-s_Linearachse_yellow,-96.25246759233256,114.47554330905584,-44.545559534985,0.5585421779346245,0.20743826905382323,0.2796111982528995,0.7528728829035999
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0064.png,morobot-s_Achse-1A_gray,-131.54527700964076,170.64053682489094,-67.58761994342692,0.5585421779346244,0.20743826905382323,0.27961119825289954,0.7528728829036
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0063.png,morobot-s_Achse-1A_yellow,8.240491808760268,-225.52098176923982,-62.89218646062998,0.009189221591406622,0.6040824101118522,0.7967766904309668,0.012120461454724448
val/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0064.png,morobot-s_Zahnrad_yellow,-39.93106300920683,46.7117428594453,-18.102145941558298,0.5585421779346245,0.20743826905382323,0.2796111982528995,0.7528728829035999
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0064.png,morobot-s_Achse-2A_gray,-158.7212174951968,185.1398509706696,-65.24531784292518,0.5585421779346245,0.2074382690538232,0.27961119825289943,0.7528728829035999
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0064.png,morobot-s_Achse-1B_yellow,-130.9193600076096,171.52402361092402,-66.7281292822913,0.5585421779346245,0.20743826905382326,0.2796111982528995,0.7528728829035999
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0065.png,morobot-s_Achse-1A_gray,236.77119265441362,-25.841357695487385,-72.28305342622389,-0.3901272232062393,0.4390908217139011,0.6050140519682521,-0.5375481345153725
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0065.png,morobot-s_Linearachse_yellow,144.76754262341368,-14.09885432161425,-47.618171050357404,-0.3901272232062394,0.43909082171390124,0.6050140519682522,-0.5375481345153725
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0064.png,morobot-s_Achse-1A_yellow,-131.54527700964076,170.64053682489094,-67.58761994342692,0.5585421779346244,0.20743826905382323,0.27961119825289954,0.7528728829036
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0065.png,morobot-s_Zahnrad_yellow,55.15760214051533,-4.0142023937562215,-19.314371130906242,-0.3901272232062393,0.43909082171390124,0.6050140519682521,-0.5375481345153725
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0065.png,morobot-s_Achse-2A_gray,243.13830875410002,-29.235903446563324,-70.36837051730853,-0.39012722320623944,0.43909082171390124,0.6050140519682522,-0.5375481345153725
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0065.png,morobot-s_Achse-1B_yellow,237.9130614041125,-25.23311023544839,-71.43014030725932,-0.39012722320623944,0.43909082171390124,0.6050140519682522,-0.5375481345153725
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0066.png,morobot-s_Achse-1A_gray,-164.7816055542305,-129.00344366711968,-76.97848690902083,0.2639637855906745,0.5150952532266633,0.7257314883809709,0.3719056422969954
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0066.png,morobot-s_Linearachse_yellow,-118.0017536143709,-81.60636230093259,-50.690782565729776,0.26396378559067457,0.5150952532266634,0.7257314883809709,0.37190564229699546
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0065.png,morobot-s_Achse-1A_yellow,236.77119265441362,-25.841357695487385,-72.28305342622389,-0.3901272232062393,0.4390908217139011,0.6050140519682521,-0.5375481345153725
val/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0066.png,morobot-s_Zahnrad_yellow,-48.51172224137552,-30.64767077503928,-20.52659632025418,0.26396378559067457,0.5150952532266634,0.7257314883809709,0.37190564229699546
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0066.png,morobot-s_Achse-2A_gray,-194.98442140616308,-141.79309382488793,-75.49142319169187,0.26396378559067457,0.5150952532266634,0.7257314883809709,0.37190564229699546
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0066.png,morobot-s_Achse-1B_yellow,-164.2022472678991,-128.53970958873495,-76.13215133222731,0.26396378559067457,0.5150952532266634,0.7257314883809709,0.37190564229699546
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0067.png,morobot-s_Achse-1A_gray,59.99208053717543,215.72184626681207,-81.67392039181777,0.5670810977294357,-0.05847246016697212,-0.08426778385480871,0.8172508431345907
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0067.png,morobot-s_Linearachse_yellow,29.086309451055406,143.97598262457598,-53.76339408110217,0.5670810977294357,-0.05847246016697212,-0.08426778385480871,0.8172508431345907
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0066.png,morobot-s_Achse-1A_yellow,-164.7816055542305,-129.00344366711968,-76.97848690902083,0.2639637855906745,0.5150952532266633,0.7257314883809709,0.3719056422969954
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0067.png,morobot-s_Zahnrad_yellow,9.51834573443183,58.350433743792166,-21.73882150960212,0.5670810977294357,-0.05847246016697212,-0.08426778385480871,0.8172508431345907
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0067.png,morobot-s_Achse-2A_gray,50.259694580258184,234.3267734874729,-80.61447586607522,0.5670810977294357,-0.05847246016697212,-0.08426778385480871,0.8172508431345907
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0067.png,morobot-s_Achse-1B_yellow,60.88631036936614,216.6684846692117,-80.83416235719531,0.5670810977294357,-0.05847246016697212,-0.08426778385480871,0.8172508431345907
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0068.png,morobot-s_Achse-1A_gray,126.53039126992546,-187.080608209462,-86.36935387461469,-0.148656529936212,0.5412035071092243,0.7980876880920924,-0.21921688373804382
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0068.png,morobot-s_Linearachse_yellow,72.62784411871091,-119.61106734185687,-56.83600559647453,-0.14865652993621198,0.5412035071092243,0.7980876880920923,-0.2192168837380438
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0067.png,morobot-s_Achse-1A_yellow,59.99208053717543,215.72184626681207,-81.67392039181777,0.5670810977294357,-0.05847246016697212,-0.08426778385480871,0.8172508431345907
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0068.png,morobot-s_Zahnrad_yellow,26.696614071619123,-45.64151576125242,-22.951046698950048,-0.148656529936212,0.5412035071092243,0.7980876880920924,-0.21921688373804382
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0068.png,morobot-s_Achse-2A_gray,122.85773520787504,-205.15942075068568,-85.73752854045853,-0.14865652993621203,0.5412035071092243,0.7980876880920924,-0.21921688373804382
val/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0068.png,morobot-s_Achse-1B_yellow,127.5178305036418,-186.69823083655538,-85.53617338216327,-0.148656529936212,0.5412035071092243,0.7980876880920924,-0.21921688373804382
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0069.png,morobot-s_Achse-1A_gray,-191.84960090513968,62.87244775056407,-91.0647873574116,0.4433405605029164,0.32931618152310693,0.49711349580503117,0.6692370075604764
val/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0069.png,morobot-s_Linearachse_yellow,-135.7145876941134,43.953945528437615,-59.9086171118469,0.4433405605029164,0.32931618152310693,0.49711349580503117,0.6692370075604763
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0068.png,morobot-s_Achse-1A_yellow,126.53039126992546,-187.080608209462,-86.36935387461469,-0.148656529936212,0.5412035071092243,0.7980876880920924,-0.21921688373804382
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0069.png,morobot-s_Zahnrad_yellow,-55.49989615753106,18.889137627697234,-24.16327188829798,0.4433405605029164,0.329316181523107,0.4971134958050312,0.6692370075604764
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0069.png,morobot-s_Achse-2A_gray,-224.51753405289332,67.55718283828226,-90.86058121484186,0.4433405605029164,0.32931618152310693,0.49711349580503117,0.6692370075604763
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0069.png,morobot-s_Achse-1B_yellow,-191.30816049828815,63.60496889025657,-90.23818440713124,0.4433405605029164,0.329316181523107,0.4971134958050312,0.6692370075604764
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0070.png,morobot-s_Achse-1A_gray,208.06127208889143,93.29584644876897,-95.76022084020852,0.4598595721382742,-0.28901414137166953,-0.44678917641824784,0.7109004373577945
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0070.png,morobot-s_Linearachse_yellow,125.98026071254252,63.86249827854205,-62.98122862721926,0.4598595721382742,-0.2890141413716696,-0.4467891764182479,0.7109004373577945
val/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0069.png,morobot-s_Achse-1A_yellow,-191.84960090513968,62.87244775056407,-91.0647873574116,0.4433405605029164,0.32931618152310693,0.49711349580503117,0.6692370075604764
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0070.png,morobot-s_Zahnrad_yellow,47.745530598832396,26.743579689896528,-25.37549707764591,0.4598595721382742,-0.2890141413716696,-0.4467891764182479,0.7109004373577945
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0070.png,morobot-s_Achse-2A_gray,211.81373864286104,100.75127974876119,-95.98363388922516,0.4598595721382742,-0.2890141413716696,-0.4467891764182479,0.7109004373577945
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0070.png,morobot-s_Achse-1B_yellow,209.16292288769415,94.07098584482847,-94.9401954320992,0.45985957213827416,-0.2890141413716696,-0.4467891764182479,0.7109004373577946
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0071.png,morobot-s_Achse-1A_gray,-63.61598675862465,-196.36679906836451,-100.45565432300549,0.10097280829546473,0.5242179813635996,0.8303142752485255,0.15993187399175826
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0071.png,morobot-s_Linearachse_yellow,-51.80069967334249,-125.68779211530915,-66.05384014259167,0.10097280829546475,0.5242179813635996,0.8303142752485255,0.1599318739917583
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0070.png,morobot-s_Achse-1A_yellow,208.06127208889143,93.29584644876897,-95.76022084020852,0.4598595721382742,-0.28901414137166953,-0.44678917641824784,0.7109004373577945
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0071.png,morobot-s_Zahnrad_yellow,-22.39368397093368,-48.038941795184584,-26.587722266993858,0.10097280829546475,0.5242179813635996,0.8303142752485255,0.1599318739917583
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0071.png,morobot-s_Achse-2A_gray,-84.6055190480892,-215.29131700453195,-101.10668656360855,0.10097280829546473,0.5242179813635996,0.8303142752485255,0.1599318739917583
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0071.png,morobot-s_Achse-1B_yellow,-62.894911817946834,-195.9974301455204,-99.64220645706723,0.10097280829546473,0.5242179813635996,0.8303142752485255,0.1599318739917583
val/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0072.png,morobot-s_Achse-1A_gray,-58.94836761987249,196.5665728502977,-105.15108780580246,0.5158822427379529,0.09415684588844216,0.15288136731767352,0.8376319523078609
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0072.png,morobot-s_Linearachse_yellow,-48.7462893898942,131.44109870058324,-69.12645165796407,0.5158822427379528,0.09415684588844217,0.15288136731767357,0.8376319523078609
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0071.png,morobot-s_Achse-1A_yellow,-63.61598675862465,-196.36679906836451,-100.45565432300549,0.10097280829546473,0.5242179813635996,0.8303142752485255,0.15993187399175826
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0072.png,morobot-s_Zahnrad_yellow,-21.188639641159156,53.40509588959391,-27.7999474563418,0.5158822427379529,0.09415684588844216,0.15288136731767352,0.8376319523078609
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0072.png,morobot-s_Achse-2A_gray,-79.51281380598596,213.42700458124563,-106.22973923799194,0.5158822427379529,0.09415684588844214,0.15288136731767352,0.8376319523078609
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0072.png,morobot-s_Achse-1B_yellow,-58.22075410041681,197.48637781566606,-104.34421748203525,0.5158822427379529,0.09415684588844217,0.15288136731767354,0.837631952307861
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0073.png,morobot-s_Achse-1A_gray,200.04871854953527,-93.07305845903092,-109.8465212885994,-0.26965920900848206,0.438501893949068,0.7302847069071076,-0.44909269294612203
val/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0073.png,morobot-s_Linearachse_yellow,120.73698245873189,-58.09413158855612,-72.19906317333644,-0.26965920900848206,0.43850189394906813,0.7302847069071076,-0.4490926929461221
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0072.png,morobot-s_Achse-1A_yellow,-58.94836761987249,196.5665728502977,-105.15108780580246,0.5158822427379529,0.09415684588844216,0.15288136731767352,0.8376319523078609
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0073.png,morobot-s_Zahnrad_yellow,45.6769209024129,-21.371483992328265,-29.012172645689734,-0.26965920900848206,0.43850189394906813,0.7302847069071076,-0.4490926929461221
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0073.png,morobot-s_Achse-1B_yellow,201.13914505797248,-92.55899172769855,-109.0462285070032,-0.26965920900848206,0.438501893949068,0.7302847069071076,-0.44909269294612203
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0073.png,morobot-s_Achse-2A_gray,203.07147150419706,-102.59048203061425,-111.35279191237524,-0.26965920900848206,0.43850189394906813,0.7302847069071076,-0.4490926929461221
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0074.png,morobot-s_Achse-1A_gray,-181.931577089457,-54.85543903971005,-114.54195477139635,0.3050562808379749,0.40241852035076925,0.6878377482339642,0.5214203986270866
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0074.png,morobot-s_Linearachse_yellow,-129.2244022197679,-33.08517385373675,-75.27167468870883,0.3050562808379749,0.40241852035076925,0.6878377482339642,0.5214203986270864
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0073.png,morobot-s_Achse-1A_yellow,200.04871854953527,-93.07305845903092,-109.8465212885994,-0.26965920900848206,0.438501893949068,0.7302847069071076,-0.44909269294612203
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0074.png,morobot-s_Zahnrad_yellow,-52.93934911922831,-11.50479945579915,-30.224397835037674,0.3050562808379749,0.40241852035076936,0.6878377482339642,0.5214203986270866
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0074.png,morobot-s_Achse-1B_yellow,-181.37624313685723,-54.28783561057789,-113.74823953197122,0.3050562808379749,0.40241852035076925,0.6878377482339642,0.5214203986270864
val/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0074.png,morobot-s_Achse-2A_gray,-213.6962629988597,-60.89233465145275,-116.4758445867586,0.3050562808379749,0.40241852035076925,0.6878377482339642,0.5214203986270866
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0075.png,morobot-s_Achse-1A_gray,121.64050027900298,171.9907389292277,-119.23738825419323,0.4759948167290875,-0.13575321155332762,-0.23830905596122653,0.8355888904520387
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0075.png,morobot-s_Linearachse_yellow,69.42798292960634,115.35909251682652,-78.34428620408119,0.4759948167290875,-0.13575321155332762,-0.23830905596122653,0.8355888904520385
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0074.png,morobot-s_Achse-1A_yellow,-181.931577089457,-54.85543903971005,-114.54195477139635,0.3050562808379749,0.40241852035076925,0.6878377482339642,0.5214203986270866
val/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0075.png,morobot-s_Zahnrad_yellow,25.434185575064035,47.06032601105086,-31.4366230243856,0.4759948167290874,-0.1357532115533276,-0.23830905596122653,0.8355888904520387
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0075.png,morobot-s_Achse-1B_yellow,122.6210895670599,172.87611712982627,-118.45025055693915,0.47599481672908744,-0.13575321155332762,-0.23830905596122656,0.8355888904520387
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0076.png,morobot-s_Achse-1A_gray,51.92978019289801,-195.22582147928188,-123.9328217369902,-0.04501439909274293,0.4826734961382479,0.8708638007292853,-0.08121724311587825
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0075.png,morobot-s_Achse-2A_gray,117.52251552895284,186.6130177244791,-121.5988972611419,0.47599481672908744,-0.1357532115533276,-0.23830905596122656,0.8355888904520387
val/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0076.png,morobot-s_Linearachse_yellow,23.810477737332278,-124.94115585864799,-81.41689771945359,-0.04501439909274293,0.482673496138248,0.8708638007292853,-0.08121724311587825
val/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0075.png,morobot-s_Achse-1A_yellow,121.64050027900298,171.9907389292277,-119.23738825419323,0.4759948167290875,-0.13575321155332762,-0.23830905596122653,0.8355888904520387
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0076.png,morobot-s_Zahnrad_yellow,7.43689285106568,-47.74437436514114,-32.648848213733544,-0.04501439909274293,0.482673496138248,0.8708638007292853,-0.08121724311587825
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0076.png,morobot-s_Achse-1B_yellow,52.81271604750296,-194.85485423154705,-123.15226158190718,-0.04501439909274293,0.482673496138248,0.8708638007292853,-0.08121724311587825
val/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0076.png,morobot-s_Achse-2A_gray,41.463150130899095,-214.04642911280115,-126.72194993552526,-0.04501439909274292,0.4826734961382479,0.8708638007292853,-0.08121724311587825
val/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0077.png,morobot-s_Achse-1A_gray,-141.77947466160307,118.02076971600276,-128.62825521978712,0.42423040155709396,0.2121993553117135,0.3938253361066879,0.7873383038062192
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0076.png,morobot-s_Achse-1A_yellow,51.92978019289801,-195.22582147928188,-123.9328217369902,-0.04501439909274293,0.4826734961382479,0.8708638007292853,-0.08121724311587825
val/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0077.png,morobot-s_Linearachse_yellow,-102.9495518277342,80.04206598532336,-84.48950923482595,0.42423040155709396,0.2121993553117135,0.3938253361066879,0.7873383038062192
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0077.png,morobot-s_Zahnrad_yellow,-42.573236992062235,33.12684012773413,-33.86107340308148,0.42423040155709396,0.2121993553117135,0.3938253361066879,0.7873383038062192
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0077.png,morobot-s_Achse-1B_yellow,-141.16789411367978,118.83054472687013,-127.85427260687514,0.42423040155709396,0.21219935531171355,0.393825336106688,0.787338303806219
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0077.png,morobot-s_Achse-2A_gray,-169.88745674512904,127.72793371100046,-131.8450026099086,0.42423040155709396,0.2121993553117135,0.3938253361066879,0.7873383038062192
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0078.png,morobot-s_Achse-1A_gray,207.08116664054683,19.386159492840775,-133.32368870258404,0.3436070792696657,-0.3113425365666723,-0.5949138199635509,0.6565649600887757
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0077.png,morobot-s_Achse-1A_yellow,-141.77947466160307,118.02076971600276,-128.62825521978712,0.42423040155709396,0.2121993553117135,0.3938253361066879,0.7873383038062192
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0078.png,morobot-s_Linearachse_yellow,125.33889643853111,15.497260847241433,-87.56212075019832,0.3436070792696657,-0.3113425365666723,-0.5949138199635509,0.6565649600887757
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0078.png,morobot-s_Zahnrad_yellow,47.49249570502473,7.662235104129463,-35.07329859242941,0.34360707926966577,-0.3113425365666724,-0.5949138199635509,0.6565649600887757
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0078.png,morobot-s_Achse-1B_yellow,208.1814444702846,20.057763382629634,-132.5562836318431,0.3436070792696657,-0.3113425365666723,-0.5949138199635509,0.6565649600887757
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0078.png,morobot-s_Achse-2A_gray,210.74437372549698,20.110542144944453,-136.9680552842919,0.3436070792696657,-0.3113425365666723,-0.5949138199635509,0.6565649600887757
val/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0079.png,morobot-s_Achse-1A_gray,-111.39433210703415,-140.73388029381655,-138.01912218538098,0.16176817386814474,0.42288421337686005,0.832775819829714,0.31856621589074324
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0079.png,morobot-s_Linearachse_yellow,-83.06603324495431,-89.28255977909701,-90.6347322655707,0.16176817386814474,0.42288421337686005,0.832775819829714,0.31856621589074324
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0078.png,morobot-s_Achse-1A_yellow,207.08116664054683,19.386159492840775,-133.32368870258404,0.3436070792696657,-0.3113425365666723,-0.5949138199635509,0.6565649600887757
val/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0079.png,morobot-s_Zahnrad_yellow,-34.72867156023855,-33.67613040779318,-36.28552378177734,0.16176817386814474,0.42288421337686005,0.832775819829714,0.31856621589074324
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0079.png,morobot-s_Achse-1B_yellow,-110.74018689340781,-140.28657865811886,-137.25829465681107,0.16176817386814474,0.4228842133768601,0.832775819829714,0.31856621589074324
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0079.png,morobot-s_Achse-2A_gray,-136.7351000146961,-154.59183646542607,-142.09110795867525,0.16176817386814474,0.42288421337686005,0.832775819829714,0.31856621589074324
val/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0080.png,morobot-s_Achse-1A_gray,13.087007088667372,186.4490933770107,-142.71455566817798,0.44158147532409947,0.002408453983714324,0.0048934931817113765,0.897204577409456
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0079.png,morobot-s_Achse-1A_yellow,-111.39433210703415,-140.73388029381655,-138.01912218538098,0.16176817386814474,0.42288421337686005,0.832775819829714,0.31856621589074324
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0080.png,morobot-s_Linearachse_yellow,-1.607569896890167,124.8203928488101,-93.70734378094312,0.44158147532409947,0.002408453983714324,0.0048934931817113765,0.897204577409456
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0080.png,morobot-s_Zahnrad_yellow,-2.5911882949219267,50.79305516637543,-37.4977489711253,0.4415814753240994,0.0024084539837143245,0.004893493181711377,0.897204577409456
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0080.png,morobot-s_Achse-2A_gray,-0.9170844866636343,202.38811318526604,-147.21416063305864,0.44158147532409947,0.002408453983714324,0.0048934931817113765,0.897204577409456
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0080.png,morobot-s_Achse-1B_yellow,13.915530506365371,187.35472539154418,-141.96030568177912,0.44158147532409947,0.0024084539837143245,0.0048934931817113765,0.897204577409456
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0081.png,morobot-s_Achse-1A_gray,139.73249404509218,-132.6608172212923,-147.4099891509749,-0.15804745726469904,0.4000262507038297,0.8396174032823905,-0.3317267190102952
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0080.png,morobot-s_Achse-1A_yellow,13.087007088667372,186.4490933770107,-142.71455566817798,0.44158147532409947,0.002408453983714324,0.0048934931817113765,0.897204577409456
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0081.png,morobot-s_Linearachse_yellow,81.26707480161338,-83.99968511973975,-96.77995529631546,-0.158047457264699,0.40002625070382963,0.8396174032823908,-0.33172671901029516
val/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0081.png,morobot-s_Zahnrad_yellow,30.105015360882895,-31.59189889912338,-38.70997416047322,-0.158047457264699,0.40002625070382963,0.8396174032823908,-0.33172671901029516
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0081.png,morobot-s_Achse-2A_gray,137.2621705337298,-145.7835491122583,-152.33721330744194,-0.158047457264699,0.40002625070382963,0.8396174032823908,-0.33172671901029516
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0081.png,morobot-s_Achse-1B_yellow,140.73842728752322,-132.2022065311689,-146.66231670674708,-0.158047457264699,0.40002625070382963,0.8396174032823908,-0.33172671901029516
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0082.png,morobot-s_Achse-1A_gray,-162.77120663390252,14.084886621686802,-152.10542263377187,0.3069177439389373,0.2842560438327264,0.6171882612795924,0.6663922644649122
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0081.png,morobot-s_Achse-1A_yellow,139.73249404509218,-132.6608172212923,-147.4099891509749,-0.15804745726469904,0.4000262507038297,0.8396174032823905,-0.3317267190102952
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0082.png,morobot-s_Linearachse_yellow,-116.68618288043892,12.02819837841563,-99.85256681168786,0.3069177439389373,0.2842560438327264,0.6171882612795924,0.6663922644649122
val/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0082.png,morobot-s_Zahnrad_yellow,-47.99269535689546,6.293599698353954,-39.92219934982116,0.3069177439389373,0.2842560438327264,0.6171882612795924,0.6663922644649122
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0082.png,morobot-s_Achse-1B_yellow,-162.18903210414493,14.749064286400172,-151.3643277317151,0.3069177439389373,0.2842560438327264,0.6171882612795924,0.6663922644649122
